[2026/07/19 01:01:00:000   00   17844   04865             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 02:46:23:038   00   17844   19678             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=DbConnector cp
[2026/07/19 02:48:23:038   00   17844   04309             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 02:48:23:174   00   17844   10980             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e80d3504b629 c
[2026/07/19 02:48:36:080   00   17844   15138             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endpo
[2026/07/19 02:48:36:507   00   17844   08705             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=16177f198ada c
[2026/07/19 02:48:47:763   00   17844   10978             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=6e10cbe7f357 e
[2026/07/19 02:48:48:092   00   17844   10997             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endpo
[2026/07/19 02:51:41:092   00   17844   09858             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=B
[2026/07/19 02:51:41:203   00   17844   05437             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/auth
[2026/07/19 02:51:46:942   00   17844   16325             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 calle
[2026/07/19 02:51:47:196   00   17844   06797             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=8dccc1624386 i
[2026/07/19 02:51:52:423   00   17844   12350             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0873526350c2 m
[2026/07/19 02:51:52:647   00   17844   01156             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 03:03:52:647   00   17844   03592             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 calle
[2026/07/19 03:03:55:873   00   17844   06202             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c4634535a97c c
[2026/07/19 03:03:55:993   00   17844   15858             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=8e7aefe4842c i
[2026/07/19 03:04:06:005   00   17844   11385             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 03:13:06:005   00   17844   10137             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=193733b505d4 i
[2026/07/19 03:14:20:005   00   17844   06900             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 03:14:22:891   00   17844   06851             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5d8e4106209d e
[2026/07/19 03:14:27:636   00   17844   13577             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=70c58fbf2a8f i
[2026/07/19 03:15:48:636   00   17844   10142             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/auth
[2026/07/19 03:15:48:886   00   17844   19405             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=WebServiceHelp
[2026/07/19 03:15:49:346   00   17844   02373             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d53f4c3b132a c
[2026/07/19 03:16:04:669   00   17844   05369             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=ConfigManager 
[2026/07/19 03:16:16:007   00   17844   12302             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/syst
[2026/07/19 03:16:17:172   00   17844   01421             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/syst
[2026/07/19 03:16:17:381   00   17844   01837             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 03:16:17:421   00   17844   06900             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=56dce2e591b6 i
[2026/07/19 03:16:17:916   00   17844   04465             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=44cb242e37e9 c
[2026/07/19 03:16:19:587   00   17844   16340             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4c1f815d2a63 i
[2026/07/19 03:17:44:587   00   17844   06267             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=16% extra='4'
[2026/07/19 03:17:55:169   00   17844   02832             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=31eb43d3a61e e
[2026/07/19 03:17:55:599   00   17844   06910             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/back
[2026/07/19 03:17:59:677   00   17844   13661             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=96b24e491845 e
[2026/07/19 03:17:59:768   00   17844   07245             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b4992c0fe95b e
[2026/07/19 03:18:05:085   00   17844   15554             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ad120e61e229 m
[2026/07/19 03:18:08:914   00   17844   10934             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/auth
[2026/07/19 03:20:35:914   00   17844   15894             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 call
[2026/07/19 03:20:39:797   00   17844   03722             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics    
[2026/07/19 03:20:45:536   00   17844   17906             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics cpu
[2026/07/19 03:24:14:536   00   17844   07629             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=bb932797ab4b i
[2026/07/19 03:24:28:877   00   17844   08584             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 03:24:31:741   00   17844   17804             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endpo
[2026/07/19 03:24:35:495   00   17844   10488             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9232a68643cf e
[2026/07/19 03:24:39:701   00   17844   17137             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1a7476769062 i
[2026/07/19 03:24:44:208   00   17844   11183             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=41% extra='h'
[2026/07/19 03:27:39:208   00   17844   12441             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ecdfe55e3be9 i
[2026/07/19 03:27:39:370   00   17844   12095             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/syst
[2026/07/19 03:27:39:467   00   17844   19434             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 03:27:43:793   00   17844   09428             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 mem_u
[2026/07/19 03:27:44:112   00   17844   08207             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=6a1197f0c232 c
[2026/07/19 03:27:46:241   00   17844   07179             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5461aa162e94 i
[2026/07/19 03:27:49:120   00   17844   18277             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ac1e60ba2fc6 i
[2026/07/19 03:30:10:120   00   17844   09619             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=38376dddfcd0 c
[2026/07/19 03:30:12:486   00   17844   07437             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 03:30:12:548   00   17844   18918             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 03:30:27:076   00   17844   05649             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=dcb4d889b314 e
[2026/07/19 03:31:44:076   00   17844   10499             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endpo
[2026/07/19 03:34:12:076   00   17844   02590             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent cp
[2026/07/19 03:36:38:076   00   17844   09053             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 cpu_
[2026/07/19 03:39:53:076   00   17844   17480             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 call
[2026/07/19 03:39:59:062   00   17844   09125             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1ad08caa761b i
[2026/07/19 03:40:04:663   00   17844   01703             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4699c755731a e
[2026/07/19 03:40:09:337   00   17844   09852             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 mem_util
[2026/07/19 03:40:14:984   00   17844   05761             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4f583833af13 c
[2026/07/19 03:40:15:445   00   17844   16246             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 03:40:17:738   00   17844   13612             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=fec512a0afd5 i
[2026/07/19 03:44:10:738   00   17844   14740             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endpo
[2026/07/19 03:44:11:040   00   17844   14123             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=DbConnector cp
[2026/07/19 03:45:30:040   00   17844   12682             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=075329b51818 i
[2026/07/19 03:45:34:715   00   17844   13008             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=fab8715ce0b7 c
[2026/07/19 04:00:34:715   00   17844   05970             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=39fa1e094a73 c
[2026/07/19 04:00:34:779   00   17844   19942             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=DbConnector cp
[2026/07/19 04:00:34:999   00   17844   16703             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 04:00:35:290   00   17844   13647             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a4286f48eac4 e
[2026/07/19 04:00:35:772   00   17844   05159             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=da20a1853a0b i
[2026/07/19 04:00:36:231   00   17844   18043             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2ec22bde9ac0 e
[2026/07/19 04:00:49:650   00   17844   07785             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=373143e2d772 e
[2026/07/19 04:00:50:016   00   17844   17772             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent cp
[2026/07/19 04:01:04:229   00   17844   18339             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoint
[2026/07/19 04:01:04:556   00   17844   02695             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ea0be19e9b81 e
[2026/07/19 04:01:18:727   00   17844   11008             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=ConfigManager 
[2026/07/19 04:01:18:811   00   17844   08779             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 calle
[2026/07/19 04:01:19:279   00   17844   05468             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f7b02dbc33fd i
[2026/07/19 04:01:30:733   00   17844   16450             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d4b6cf1a9011 i
[2026/07/19 04:01:31:100   00   17844   18332             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endpo
[2026/07/19 04:01:35:811   00   17844   18998             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=74b28af3ea59 m
[2026/07/19 04:01:38:924   00   17844   02902             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=848a38162fd8 i
