[2026/07/19 01:02:00:000   00   15000   01361   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e8bb1f881a
[2026/07/19 03:09:44:492   00   15000   05042   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=35ca33bbeb
[2026/07/19 03:09:48:426   00   15000   04205   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=db76f187f3
[2026/07/19 03:09:48:822   00   15000   02191   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 03:09:49:204   00   15000   03039   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 03:09:54:778   00   15000   16717   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=44de1f9eab
[2026/07/19 03:11:00:778   00   15000   02210   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12     
[2026/07/19 03:11:00:992   00   15000   14603   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 cpu_
[2026/07/19 03:11:16:442   00   15000   09228   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=36846334b0
[2026/07/19 03:11:20:358   00   15000   09841   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 c
[2026/07/19 03:11:20:433   00   15000   05229   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 e
[2026/07/19 03:11:30:539   00   15000   16608   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=WebService
[2026/07/19 03:11:30:544   00   15000   03769   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a815a6af20
[2026/07/19 03:11:31:018   00   15000   08848   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=79a6a2f58b
[2026/07/19 03:11:43:317   00   15000   02563   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 03:11:54:809   00   15000   02080   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 call
[2026/07/19 03:11:58:986   00   15000   07567   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=46a2f14037
[2026/07/19 03:11:59:016   00   15000   10044   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=3f05b1670c
[2026/07/19 03:12:01:345   00   15000   15961   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=b9f6f7e8a7
[2026/07/19 03:12:16:737   00   15000   02968   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 03:12:21:295   00   15000   17526   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2/
[2026/07/19 03:12:21:738   00   15000   01124   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 c
[2026/07/19 03:12:35:046   00   15000   14291   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 03:12:47:510   00   15000   19287   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 call
[2026/07/19 03:13:02:187   00   15000   17762   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 03:13:02:298   00   15000   04680   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 03:16:52:298   00   15000   11450   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 03:16:52:412   00   15000   02965   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 m
[2026/07/19 03:16:56:651   00   15000   10048   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=8cbb9d74b7
[2026/07/19 03:17:00:624   00   15000   13050   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 03:17:06:209   00   15000   17663   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=59b8e1230b
[2026/07/19 03:17:06:245   00   15000   12866   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 03:17:06:674   00   15000   03118   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=51cf22f4aa
[2026/07/19 03:17:18:470   00   15000   01914   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=f0c48b2f16
[2026/07/19 03:17:20:628   00   15000   13413   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2/
[2026/07/19 03:17:20:695   00   15000   06445   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 03:17:23:024   00   15000   09443   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 03:26:23:024   00   15000   16214   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e731b4fce3
[2026/07/19 03:26:37:075   00   15000   05340   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=57741e6d44
[2026/07/19 03:26:42:415   00   15000   04145   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 c
[2026/07/19 03:30:19:415   00   15000   17081   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 03:30:24:398   00   15000   02220   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 03:33:03:398   00   15000   01364   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=2698acf9a7
[2026/07/19 03:33:09:047   00   15000   12484   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=5e04bbec2f
[2026/07/19 03:33:09:388   00   15000   02653   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/metrics
[2026/07/19 03:33:12:387   00   15000   13365   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=b5a1896d6a
[2026/07/19 03:33:17:213   00   15000   03802   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=73d965773e
[2026/07/19 03:33:17:536   00   15000   03303   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=866f9cfbed
[2026/07/19 03:33:17:588   00   15000   07120   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e3c15c9a6b
[2026/07/19 03:33:31:015   00   15000   18979   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 c
[2026/07/19 03:35:47:015   00   15000   11211   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 03:35:47:333   00   15000   08177   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=22d2295339
[2026/07/19 03:39:27:333   00   15000   08695   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 03:41:06:333   00   15000   15846   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 03:41:06:568   00   15000   19224   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 c
[2026/07/19 03:41:10:175   00   15000   19469   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=18a9754663
[2026/07/19 03:44:24:175   00   15000   07198   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=77%     
[2026/07/19 03:44:30:105   00   15000   06497   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 03:44:32:808   00   15000   11377   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=dbba4a265c
[2026/07/19 03:44:36:216   00   15000   01966   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 03:44:38:102   00   15000   18860   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=91d8cf7c5f
[2026/07/19 03:44:42:175   00   15000   04780   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 03:44:45:682   00   15000   13262   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=221e70364a
[2026/07/19 03:44:58:897   00   15000   14727   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=4afd81a818
[2026/07/19 03:44:59:220   00   15000   10291   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 03:51:59:220   00   15000   04940   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=ce96666ceb
[2026/07/19 03:51:59:279   00   15000   10488   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 m
[2026/07/19 03:52:02:044   00   15000   19160   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 e
[2026/07/19 03:52:03:668   00   15000   05479   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=31%     
[2026/07/19 03:53:24:668   00   15000   01198   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=68833acaec
[2026/07/19 03:53:28:249   00   15000   07983   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 c
[2026/07/19 03:53:33:796   00   15000   16045   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=64670b3eb9
[2026/07/19 03:55:57:796   00   15000   12815   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 03:55:58:138   00   15000   19861   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=88c26385ab
[2026/07/19 03:55:58:189   00   15000   13632   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 03:55:58:270   00   15000   17014   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=c9aaca0266
[2026/07/19 03:56:01:210   00   15000   17532   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=c312614b0f
[2026/07/19 03:59:56:210   00   15000   12676   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 03:59:56:269   00   15000   06588   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=TomcatAcce
[2026/07/19 03:59:56:386   00   15000   11892   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a943cc5b6a
[2026/07/19 04:00:10:420   00   15000   06877   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 04:01:10:420   00   15000   03150   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0ebb40fc59
[2026/07/19 04:01:10:600   00   15000   03176   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=1435776517
[2026/07/19 04:12:10:600   00   15000   04319   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12     
[2026/07/19 04:12:10:871   00   15000   10871   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1/
[2026/07/19 04:12:10:924   00   15000   18988   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=57ad87a727
[2026/07/19 04:12:11:339   00   15000   11807   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=26f6f88f58
[2026/07/19 04:19:11:339   00   15000   02477   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=043a6044af
[2026/07/19 04:19:11:459   00   15000   11968   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 endp
[2026/07/19 04:19:14:869   00   15000   05525   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 e
[2026/07/19 04:19:15:241   00   15000   07137   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=3267301156
[2026/07/19 04:19:16:616   00   15000   14665   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=11f6651733
[2026/07/19 04:19:16:935   00   15000   18725   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=85%     
[2026/07/19 04:19:30:349   00   15000   18299   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=74685ff0fd
[2026/07/19 04:19:41:095   00   15000   19790   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115 
[2026/07/19 04:19:41:275   00   15000   18978   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0137f3f123
